"module_id","track","strand","sequence","module_title","learning_objective","difficulty","prerequisite","source_locator","rights_status","review_status","video_need","speaker_domain"
"ARB-085","Arabic","Quranic vocabulary","85","Семья корня ه-د-ي","Группировать подтверждённые QAC формы корня ه-د-ي, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root h-d-y (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-086","Arabic","Quranic vocabulary","86","Семья корня ع-ب-د","Группировать подтверждённые QAC формы корня ع-ب-د, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root a-b-d (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-087","Arabic","Quranic vocabulary","87","Семья корня غ-ف-ر","Группировать подтверждённые QAC формы корня غ-ف-ر, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root gh-f-r (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-088","Arabic","Quranic vocabulary","88","Семья корня خ-ل-ق","Группировать подтверждённые QAC формы корня خ-ل-ق, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root kh-l-q (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-089","Arabic","Quranic vocabulary","89","Семья корня س-م-ع","Группировать подтверждённые QAC формы корня س-م-ع, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root s-m-a (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-090","Arabic","Quranic vocabulary","90","Семья корня ب-ص-ر","Группировать подтверждённые QAC формы корня ب-ص-ر, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root b-s-r (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-091","Arabic","Quranic vocabulary","91","Семья корня ص-ب-ر","Группировать подтверждённые QAC формы корня ص-ب-ر, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root s-b-r (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-092","Arabic","Quranic vocabulary","92","Семья корня ش-ك-ر","Группировать подтверждённые QAC формы корня ش-ك-ر, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root sh-k-r (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-093","Arabic","Quranic vocabulary","93","Семья корня أ-م-ن","Группировать подтверждённые QAC формы корня أ-م-ن, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root a-m-n (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-094","Arabic","Quranic vocabulary","94","Семья корня ع-م-ل","Группировать подтверждённые QAC формы корня ع-م-ل, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root a-m-l (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-095","Arabic","Quranic vocabulary","95","Семья корня ذ-ك-ر","Группировать подтверждённые QAC формы корня ذ-ك-ر, сохраняя предупреждение: общий корень не делает значения идентичными.","Intermediate 1","ARB-080","QAC morphological search, root dh-k-r (https://corpus.quran.com/morphologicalsearch.jsp); definitions require approved lexicon","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: анимация морфем","Quranic Arabic morphologist"
"ARB-096","Arabic","Quranic vocabulary","96","Время и последовательность","Различать утверждённый набор слов времени и порядка в реальных аятах.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-097","Arabic","Quranic vocabulary","97","Люди и отношения","Распознавать выбранные слова людей/отношений, не выводя правовые нормы.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-098","Arabic","Quranic vocabulary","98","Создание и мир","Распознавать выбранные слова о созданном мире с точным локатором.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-099","Arabic","Quranic vocabulary","99","Путь и руководство","Различать выбранные слова пути/руководства только в утверждённом контексте.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-100","Arabic","Quranic vocabulary","100","Поклонение: базовая лексика","Распознавать формы выбранных слов поклонения без самостоятельного правового вывода.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-101","Arabic","Quranic vocabulary","101","Речь и сообщение","Сопоставлять формы речи/сообщения с морфологической разметкой.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-102","Arabic","Quranic vocabulary","102","Движение и место","Распознавать выбранные глаголы движения и слова места.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-103","Arabic","Quranic vocabulary","103","Качества и состояния","Различать выбранные прилагательные/состояния по контексту.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-104","Arabic","Quranic vocabulary","104","Число и количество","Распознавать базовые количественные слова без углубления в сложное согласование.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-105","Arabic","Quranic vocabulary","105","Смешанное извлечение 100 слов","Извлекать значения изученного набора в новых аятах; охват считать только по зафиксированной версии корпуса.","Intermediate 1","ARB-095","QAC lemma frequency and morphological search (https://corpus.quran.com/morphologicalsearch.jsp); version 0.4; exact lemma list and Quran locators required before publication","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально: короткая смысловая визуализация","Quranic Arabic teacher and Islamic reviewer for semantic framing"
"ARB-106","Arabic","Morphology","106","Три части речи","Классифицировать имя, глагол и частицу по разметке QAC.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-107","Arabic","Morphology","107","Сегментация префикса","Отделять присоединённую частицу от основы слова.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-108","Arabic","Morphology","108","Сегментация суффикса","Отделять местоименный суффикс и не терять основу.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-109","Arabic","Morphology","109","Самостоятельные местоимения","Распознавать лицо, число и род базовых самостоятельных местоимений.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-110","Arabic","Morphology","110","Присоединённые местоимения","Читать QAC PRON-теги и определять возможную синтаксическую роль из контекста.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-111","Arabic","Morphology","111","Род имени","Распознавать грамматический род по форме и разметке.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-112","Arabic","Morphology","112","Единственное, двойственное, множественное","Различать число по проверенным формам.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-113","Arabic","Morphology","113","Определённость","Отличать DEF/INDEF и объяснять роль al-/tanwin на изученном уровне.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-114","Arabic","Morphology","114","Падеж: распознавание","Узнавать NOM/ACC/GEN в полностью огласованных примерах без преждевременного вывода правила.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-115","Arabic","Morphology","115","Именная модель и окончание","Сопоставлять морфологические признаки имени с видимым окончанием.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-116","Arabic","Morphology","116","Perfect aspect","Распознавать PERF как завершённый аспект в разметке.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-117","Arabic","Morphology","117","Imperfect aspect","Распознавать IMPF и не приравнивать его механически к одному времени.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-118","Arabic","Morphology","118","Imperative","Распознавать IMPV в проверенном контексте.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-119","Arabic","Morphology","119","Active voice","Распознавать активный залог по QAC-разметке.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-120","Arabic","Morphology","120","Passive voice","Распознавать пассивный залог по QAC-разметке.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Опционально","Quranic Arabic morphologist"
"ARB-121","Arabic","Morphology","121","Форма глагола I","Распознавать QAC-тег формы I и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-122","Arabic","Morphology","122","Форма глагола II","Распознавать QAC-тег формы II и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-123","Arabic","Morphology","123","Форма глагола III","Распознавать QAC-тег формы III и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-124","Arabic","Morphology","124","Форма глагола IV","Распознавать QAC-тег формы IV и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-125","Arabic","Morphology","125","Форма глагола V","Распознавать QAC-тег формы V и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-126","Arabic","Morphology","126","Форма глагола VI","Распознавать QAC-тег формы VI и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-127","Arabic","Morphology","127","Форма глагола VII","Распознавать QAC-тег формы VII и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
"ARB-128","Arabic","Morphology","128","Форма глагола VIII","Распознавать QAC-тег формы VIII и сравнивать только проверенные примеры без самостоятельного вывода значения.","Intermediate 2","ARB-105","QAC morphological features and tagset (https://corpus.quran.com/documentation/morphologicalfeatures.jsp; https://corpus.quran.com/documentation/tagset.jsp)","QAC v0.4: GPL plus corpus terms, attribution/link/notice and no alteration of source file. Tanzil Arabic examples remain verbatim CC BY 3.0. Course benchmarks are reference-only; no third-party lesson text may be copied.","Planned, not publication-approved: Arabic linguist review, Quran locator validation, QAC/Tanzil attribution compliance and assessment pilot required.","Рекомендуется: анимация модели слова","Quranic Arabic morphologist"
